lemma,role,eligible_control,family,pool,holdout,drop,metric,reference,features,ones,n_pronoun,n_compound,draws,d_pronoun,d_pronoun_percentile,d_pronoun_percentile_mcse,d_pronoun_lower_tail,d_pronoun_null_q025,d_pronoun_null_median,d_pronoun_null_q975,d_compound,d_compound_percentile,d_compound_percentile_mcse,d_compound_lower_tail,d_compound_null_q025,d_compound_null_median,d_compound_null_q975,delta,delta_percentile,delta_percentile_mcse,delta_lower_tail,delta_null_q025,delta_null_median,delta_null_q975
anybody,compound_anchor,True,C:any,nonlocative,item,none,hamming,fixed_total,154,27,41,11,20000,0.2416851441241685,0.00025,0.0001117922174169282,0.0002999850007499625,0.26987646499841617,0.3069369654735508,0.33956287614824204,0.09445100354191262,0.0,0.0,4.999750012499375e-05,0.25383707201889016,0.2951593860684769,0.3317591499409681,0.14723414058225587,1.0,0.0,1.0,-0.02957353068217805,0.011863967518069507,0.05422293892360408
anybody,compound_anchor,True,C:any,nonlocative,item,none,idf_jaccard,fixed_total,154,27,41,11,20000,0.9293076423447347,0.0506,0.0015498716414933385,0.05064746762661867,0.9240274631811669,0.9519552787949279,0.9726694328836792,0.5961879065878937,0.0,0.0,4.999750012499375e-05,0.889534635767897,0.9414005962573017,0.9769910559147498,0.33311973575684106,1.0,0.0,1.0,-0.03392068535221001,0.010332334009021393,0.06368895383286159
anybody,compound_anchor,True,C:any,nonlocative,family,none,jaccard,fixed_total,154,27,41,9,20000,0.7815811418872559,0.00025,0.0001117922174169282,0.0002999850007499625,0.8344824787822108,0.8975991934350585,0.9479246366663083,0.4500609094412151,0.0,0.0,4.999750012499375e-05,0.8253187941079995,0.90252717626593,0.9621531944911718,0.33152023244604084,1.0,0.0,1.0,-0.07384714097010825,-0.00462339871509071,0.06837768241161533
anybody,compound_anchor,True,C:any,nonlocative,family,none,dice,fixed_total,154,27,41,9,20000,0.6432312265405868,0.00025,0.0001117922174169282,0.0002999850007499625,0.7175286003145328,0.8156524822935394,0.9021057378109036,0.294085685848138,0.0,0.0,4.999750012499375e-05,0.7031026242807852,0.8229330730288584,0.9274614290562566,0.34914554069244885,1.0,0.0,1.0,-0.12138598117221917,-0.00696857781142296,0.11032279310416655
anybody,compound_anchor,True,C:any,nonlocative,family,none,hamming,fixed_total,154,27,41,9,20000,0.2416851441241685,0.00025,0.0001117922174169282,0.0002999850007499625,0.26987646499841617,0.3069369654735508,0.33956287614824204,0.10606060606060606,0.0,0.0,4.999750012499375e-05,0.2518037518037518,0.2950937950937951,0.3326118326118326,0.13562453806356245,1.0,0.0,1.0,-0.02986309083870059,0.012124731636926789,0.054535775877239324
anybody,compound_anchor,True,C:any,nonlocative,family,none,idf_jaccard,fixed_total,154,27,41,9,20000,0.929379414091132,0.04265,0.0014288635195664691,0.04269786510674466,0.925302919799961,0.9527542663021398,0.9731329587636948,0.6669045545725275,0.0,0.0,4.999750012499375e-05,0.8841964875687252,0.9404903973197114,0.9790113181377046,0.2624748595186045,1.0,0.0,1.0,-0.034315221369240506,0.011937913875169459,0.06949073600695492
anybody,compound_anchor,True,C:any,full,item,none,jaccard,within_block,154,27,41,15,20000,0.7815811418872559,0.00125,0.00024984994746810035,0.0012999350032498376,0.8207885258290614,0.8858229900977526,0.9364820792827155,0.4590281180386543,0.0,0.0,4.999750012499375e-05,0.8095738758859886,0.8842401030172987,0.9421875450463691,0.3225530238486016,1.0,0.0,1.0,-0.06841183766546616,0.001666161980333647,0.07446695924937126
anybody,compound_anchor,True,C:any,full,item,none,dice,within_block,154,27,41,15,20000,0.6432312265405868,0.00125,0.00024984994746810035,0.0012999350032498376,0.6975970267080767,0.7966907284540482,0.881847928499999,0.31069546607237414,0.0,0.0,4.999750012499375e-05,0.6813989829569006,0.7938020083171309,0.8915898928197208,0.3325357604682127,1.0,0.0,1.0,-0.10874380012990126,0.003082321002647659,0.11738160585471742
anybody,compound_anchor,True,C:any,full,item,none,hamming,within_block,154,27,41,15,20000,0.2416851441241685,0.001375,0.0002608330317339469,0.0014499275036248187,0.26227431105479887,0.2993348115299335,0.33164396579030725,0.10735930735930735,0.0,0.0,4.999750012499375e-05,0.23722943722943723,0.2761904761904762,0.3108225108225108,0.13432583676486115,1.0,0.0,1.0,-0.01771724210748588,0.022912047302291183,0.06383750395945521
anybody,compound_anchor,True,C:any,full,item,none,idf_jaccard,within_block,154,27,41,15,20000,0.9251021427160832,0.08585,0.001980955598758895,0.08589570521473926,0.914529055432053,0.9451173758591703,0.967502905783962,0.6350805091707427,0.0,0.0,4.999750012499375e-05,0.8853780643593276,0.9344057001008823,0.9698480175338197,0.2900216335453405,1.0,0.0,1.0,-0.03486058610110837,0.010697840318952823,0.06254840838767466
