pool,holdout,drop,metric,reference,n_controls,controls_correct,p_min,p_max,c_min,c_max,each_other_delta,each_other_within_pronoun_range,each_other_within_compound_range,each_other_between_control_ranges,one_another_delta,one_another_within_pronoun_range,one_another_within_compound_range,one_another_between_control_ranges,each_other_reference_percentile,one_another_reference_percentile
nonlocative,item,none,idf_jaccard,fixed_total,53,53,-0.2075758847700936,-0.0158224319913754,0.2838901475661775,0.357432184598066,0.0533653531406038,False,False,True,0.0675668130303813,False,False,True,0.9498,0.98415
nonlocative,item,none,idf_jaccard,within_block,53,53,-0.2075758847700936,-0.0158224319913754,0.2838901475661775,0.357432184598066,0.0533653531406038,False,False,True,0.0675668130303813,False,False,True,0.92695,0.9778
nonlocative,item,none,jaccard,fixed_total,53,53,-0.2800269236130498,-0.0332133243527454,0.3002637226358641,0.3935601400798234,0.0685685133613328,False,False,True,0.0759323308459946,False,False,True,0.97585,0.98595
nonlocative,item,none,jaccard,within_block,53,53,-0.2800269236130498,-0.0332133243527454,0.3002637226358641,0.3935601400798234,0.0685685133613328,False,False,True,0.0759323308459946,False,False,True,0.97575,0.98585
nonlocative,item,phon,dice,fixed_total,53,53,-0.3127867747978186,-0.0498564799036191,0.2909511055308643,0.384046009916707,0.0738187121864373,False,False,True,0.0835529537560051,False,False,True,0.90435,0.9315
nonlocative,item,phon,dice,within_block,53,53,-0.3127867747978186,-0.0498564799036191,0.2909511055308643,0.384046009916707,0.0738187121864373,False,False,True,0.0835529537560051,False,False,True,0.9144,0.9405
nonlocative,item,phon,hamming,fixed_total,53,53,-0.1162803532008829,-0.0025938189845474,0.1206883893041217,0.1529933481152993,0.0332202659774942,False,False,True,0.0376352770150217,False,False,True,0.885275,0.9162
nonlocative,item,phon,hamming,within_block,53,53,-0.1162803532008829,-0.0025938189845474,0.1206883893041217,0.1529933481152993,0.0332202659774942,False,False,True,0.0376352770150217,False,False,True,0.89555,0.927725
nonlocative,item,phon,idf_jaccard,fixed_total,53,53,-0.2030439179259812,-0.0182362955483575,0.2823701573957562,0.3563796705680585,0.0512174280909136,False,False,True,0.0659831757935672,False,False,True,0.938,0.9783
nonlocative,item,phon,idf_jaccard,within_block,53,53,-0.2030439179259812,-0.0182362955483575,0.2823701573957562,0.3563796705680585,0.0512174280909136,False,False,True,0.0659831757935672,False,False,True,0.91885,0.97495
nonlocative,item,phon,jaccard,fixed_total,53,53,-0.2800849516469686,-0.0399197020438373,0.2949393420975338,0.3888157803391603,0.0610227287174591,False,False,True,0.0691090876640437,False,False,True,0.96045,0.97435
nonlocative,item,phon,jaccard,within_block,53,53,-0.2800849516469686,-0.0399197020438373,0.2949393420975338,0.3888157803391603,0.0610227287174591,False,False,True,0.0691090876640437,False,False,True,0.96265,0.9784
nonlocative,item,sem,dice,fixed_total,53,53,-0.3454233748059753,-0.0234268326493591,0.3943755553399544,0.4614753841855349,0.2556108711886502,False,False,True,0.260249157422556,False,False,True,0.9998,0.99995
nonlocative,item,sem,dice,within_block,53,53,-0.3454233748059753,-0.0234268326493591,0.3943755553399544,0.4614753841855349,0.2556108711886502,False,False,True,0.260249157422556,False,False,True,0.9998,0.9999
nonlocative,item,sem,hamming,fixed_total,53,52,-0.1129237288135593,0.0065677966101694,0.1441053778796647,0.1640986132511556,0.0804568003307151,False,False,True,0.0861065178448395,False,False,True,0.9998,0.99995
nonlocative,item,sem,hamming,within_block,53,52,-0.1129237288135593,0.0065677966101694,0.1441053778796647,0.1640986132511556,0.0804568003307151,False,False,True,0.0861065178448395,False,False,True,0.9998,0.99985
nonlocative,item,sem,idf_jaccard,fixed_total,53,53,-0.1998153512125858,-0.024975179657585,0.3478267473995814,0.4038374428381133,0.1180111145611141,False,False,True,0.1263237805672934,False,False,True,0.998,0.99915
nonlocative,item,sem,idf_jaccard,within_block,53,53,-0.1998153512125858,-0.024975179657585,0.3478267473995814,0.4038374428381133,0.1180111145611141,False,False,True,0.1263237805672934,False,False,True,0.9976,0.9991
nonlocative,item,sem,jaccard,fixed_total,53,53,-0.3031831776117754,-0.0214342921476368,0.3933281258509479,0.4515919779577209,0.20522732884832,False,False,True,0.2064188215862332,False,False,True,1.0,0.99995
nonlocative,item,sem,jaccard,within_block,53,53,-0.3031831776117754,-0.0214342921476368,0.3933281258509479,0.4515919779577209,0.20522732884832,False,False,True,0.2064188215862332,False,False,True,0.99995,1.0
nonlocative,item,synt,dice,fixed_total,53,53,-0.4422131923363585,-0.0046025996501214,0.2695645861083861,0.3756326848571987,0.066340667424478,False,False,True,0.0792463595063987,False,False,True,0.87575,0.9114
nonlocative,item,synt,dice,within_block,53,53,-0.4422131923363585,-0.0046025996501214,0.2695645861083861,0.3756326848571987,0.066340667424478,False,False,True,0.0792463595063987,False,False,True,0.8343,0.88685
nonlocative,item,synt,hamming,fixed_total,53,52,-0.1214743589743589,0.0302083333333333,0.1095855364148046,0.1344235033259423,0.0420575359599749,False,False,True,0.0484677923702314,False,False,True,0.703,0.7973
nonlocative,item,synt,hamming,within_block,53,52,-0.1214743589743589,0.0302083333333333,0.1095855364148046,0.1344235033259423,0.0420575359599749,False,False,True,0.0484677923702314,False,False,True,0.663975,0.7638
nonlocative,item,synt,idf_jaccard,fixed_total,53,52,-0.2677381036356434,0.0111960824623584,0.2266117201957825,0.2752025874246395,0.0462763800154139,False,False,True,0.0657716729771099,False,False,True,0.9101,0.9734
nonlocative,item,synt,idf_jaccard,within_block,53,52,-0.2677381036356434,0.0111960824623584,0.2266117201957825,0.2752025874246395,0.0462763800154139,False,False,True,0.0657716729771099,False,False,True,0.85045,0.95775
nonlocative,item,synt,jaccard,fixed_total,53,53,-0.3732190227105894,-0.0050035354175924,0.2579364962288371,0.3546907226684938,0.058514497194791,False,False,True,0.0687968577697857,False,False,True,0.94035,0.96305
nonlocative,item,synt,jaccard,within_block,53,53,-0.3732190227105894,-0.0050035354175924,0.2579364962288371,0.3546907226684938,0.058514497194791,False,False,True,0.0687968577697857,False,False,True,0.9109,0.94605
