lemma,role,family,pool,holdout,drop,metric,d_pronoun,d_compound,delta,signed_control_margin
ours,pronoun_anchor,P:we,nonlocative,family,synt,jaccard,0.4750419631454114,0.7761760752688173,-0.3011341121234058,0.3011341121234058
ours,pronoun_anchor,P:we,nonlocative,family,synt,dice,0.3204663697324524,0.6363665334140303,-0.3159001636815778,0.3159001636815778
ours,pronoun_anchor,P:we,nonlocative,family,synt,hamming,0.1271367521367521,0.2307692307692308,-0.1036324786324786,0.1036324786324786
ours,pronoun_anchor,P:we,nonlocative,family,synt,idf_jaccard,0.758035796002355,0.9272915719877975,-0.1692557759854425,0.1692557759854425
ourselves,pronoun_anchor,P:we,full,item,synt,jaccard,0.5210372618153485,0.7840803070109377,-0.2630430451955892,0.2630430451955892
ourselves,pronoun_anchor,P:we,full,item,synt,dice,0.3616002670776905,0.6500982782232783,-0.2884980111455877,0.2884980111455877
ourselves,pronoun_anchor,P:we,full,item,synt,hamming,0.1411057692307692,0.2283653846153846,-0.0872596153846154,0.0872596153846154
ourselves,pronoun_anchor,P:we,full,item,synt,idf_jaccard,0.7641365173032769,0.9204868188862576,-0.1563503015829808,0.1563503015829808
ourselves,pronoun_anchor,P:we,full,family,synt,jaccard,0.5294740886719629,0.7840803070109377,-0.2546062183389748,0.2546062183389748
ourselves,pronoun_anchor,P:we,full,family,synt,dice,0.3697044311199145,0.6500982782232783,-0.2803938471033637,0.2803938471033637
ourselves,pronoun_anchor,P:we,full,family,synt,hamming,0.1436965811965811,0.2283653846153846,-0.0846688034188034,0.0846688034188034
ourselves,pronoun_anchor,P:we,full,family,synt,idf_jaccard,0.773449251678217,0.923408612319192,-0.1499593606409749,0.1499593606409749
ourselves,pronoun_anchor,P:we,nonlocative,item,synt,jaccard,0.5210372618153485,0.753679854319454,-0.2326425925041054,0.2326425925041054
ourselves,pronoun_anchor,P:we,nonlocative,item,synt,dice,0.3616002670776905,0.6072128447128448,-0.2456125776351542,0.2456125776351542
ourselves,pronoun_anchor,P:we,nonlocative,item,synt,hamming,0.1411057692307692,0.2147435897435897,-0.0736378205128205,0.0736378205128205
ourselves,pronoun_anchor,P:we,nonlocative,item,synt,idf_jaccard,0.7796894239259515,0.9103626592206367,-0.1306732352946853,0.1306732352946853
ourselves,pronoun_anchor,P:we,nonlocative,family,synt,jaccard,0.5294740886719629,0.753679854319454,-0.224205765647491,0.224205765647491
ourselves,pronoun_anchor,P:we,nonlocative,family,synt,dice,0.3697044311199145,0.6072128447128448,-0.2375084135929302,0.2375084135929302
ourselves,pronoun_anchor,P:we,nonlocative,family,synt,hamming,0.1436965811965811,0.2147435897435897,-0.0710470085470085,0.0710470085470085
ourselves,pronoun_anchor,P:we,nonlocative,family,synt,idf_jaccard,0.7891218337630453,0.9133215823596036,-0.1241997485965581,0.1241997485965581
you_pron_sing,pronoun_anchor,P:you,full,item,synt,jaccard,0.5116114990359744,0.8131950647558268,-0.3015835657198524,0.3015835657198524
you_pron_sing,pronoun_anchor,P:you,full,item,synt,dice,0.3521930210723302,0.6898149768118808,-0.3376219557395505,0.3376219557395505
you_pron_sing,pronoun_anchor,P:you,full,item,synt,hamming,0.1314903846153846,0.2295673076923077,-0.0980769230769231,0.0980769230769231
you_pron_sing,pronoun_anchor,P:you,full,item,synt,idf_jaccard,0.7237767264486882,0.9384762218065692,-0.214699495357881,0.214699495357881
you_pron_sing,pronoun_anchor,P:you,full,family,synt,jaccard,0.5406226338775973,0.8131950647558268,-0.2725724308782294,0.2725724308782294
you_pron_sing,pronoun_anchor,P:you,full,family,synt,dice,0.3772122728235567,0.6898149768118808,-0.312602703988324,0.312602703988324
you_pron_sing,pronoun_anchor,P:you,full,family,synt,hamming,0.1392773892773892,0.2295673076923077,-0.0902899184149184,0.0902899184149184
you_pron_sing,pronoun_anchor,P:you,full,family,synt,idf_jaccard,0.7658306550934724,0.9403837099309076,-0.1745530548374351,0.1745530548374351
you_pron_sing,pronoun_anchor,P:you,nonlocative,item,synt,jaccard,0.5116114990359744,0.786027763108779,-0.2744162640728046,0.2744162640728046
you_pron_sing,pronoun_anchor,P:you,nonlocative,item,synt,dice,0.3521930210723302,0.6498925325550712,-0.2976995114827409,0.2976995114827409
you_pron_sing,pronoun_anchor,P:you,nonlocative,item,synt,hamming,0.1314903846153846,0.2179487179487179,-0.0864583333333333,0.0864583333333333
you_pron_sing,pronoun_anchor,P:you,nonlocative,item,synt,idf_jaccard,0.7394776380638823,0.9321905478749224,-0.1927129098110401,0.1927129098110401
you_pron_sing,pronoun_anchor,P:you,nonlocative,family,synt,jaccard,0.5406226338775973,0.786027763108779,-0.2454051292311816,0.2454051292311816
you_pron_sing,pronoun_anchor,P:you,nonlocative,family,synt,dice,0.3772122728235567,0.6498925325550712,-0.2726802597315145,0.2726802597315145
you_pron_sing,pronoun_anchor,P:you,nonlocative,family,synt,hamming,0.1392773892773892,0.2179487179487179,-0.0786713286713287,0.0786713286713287
you_pron_sing,pronoun_anchor,P:you,nonlocative,family,synt,idf_jaccard,0.7819175675726107,0.9334174580940778,-0.1514998905214671,0.1514998905214671
you_pron_plur,pronoun_anchor,P:you,full,item,synt,jaccard,0.4977441884019783,0.8326064622146513,-0.334862273812673,0.334862273812673
you_pron_plur,pronoun_anchor,P:you,full,item,synt,dice,0.3410639677749705,0.7200494794244794,-0.3789855116495088,0.3789855116495088
you_pron_plur,pronoun_anchor,P:you,full,item,synt,hamming,0.1329326923076922,0.2524038461538461,-0.1194711538461538,0.1194711538461538
you_pron_plur,pronoun_anchor,P:you,full,item,synt,idf_jaccard,0.6961612230739328,0.9352575631074028,-0.2390963400334701,0.2390963400334701
you_pron_plur,pronoun_anchor,P:you,full,family,synt,jaccard,0.5337095557321733,0.8326064622146513,-0.298896906482478,0.298896906482478
you_pron_plur,pronoun_anchor,P:you,full,family,synt,dice,0.3712962194927677,0.7200494794244794,-0.3487532599317116,0.3487532599317116
you_pron_plur,pronoun_anchor,P:you,full,family,synt,hamming,0.1433566433566433,0.2524038461538461,-0.1090472027972027,0.1090472027972027
you_pron_plur,pronoun_anchor,P:you,full,family,synt,idf_jaccard,0.7406328836405169,0.9350437721625988,-0.1944108885220818,0.1944108885220818
you_pron_plur,pronoun_anchor,P:you,nonlocative,item,synt,jaccard,0.4977441884019783,0.8042150333985011,-0.3064708449965228,0.3064708449965228
you_pron_plur,pronoun_anchor,P:you,nonlocative,item,synt,dice,0.3410639677749705,0.6766715891715892,-0.3356076213966186,0.3356076213966186
you_pron_plur,pronoun_anchor,P:you,nonlocative,item,synt,hamming,0.1329326923076922,0.2387820512820513,-0.105849358974359,0.105849358974359
you_pron_plur,pronoun_anchor,P:you,nonlocative,item,synt,idf_jaccard,0.7122195470703752,0.9286881539874834,-0.2164686069171082,0.2164686069171082
you_pron_plur,pronoun_anchor,P:you,nonlocative,family,synt,jaccard,0.5337095557321733,0.8042150333985011,-0.2705054776663278,0.2705054776663278
you_pron_plur,pronoun_anchor,P:you,nonlocative,family,synt,dice,0.3712962194927677,0.6766715891715892,-0.3053753696788214,0.3053753696788214
you_pron_plur,pronoun_anchor,P:you,nonlocative,family,synt,hamming,0.1433566433566433,0.2387820512820513,-0.0954254079254079,0.0954254079254079
you_pron_plur,pronoun_anchor,P:you,nonlocative,family,synt,idf_jaccard,0.7569367137892609,0.927818285197977,-0.1708815714087161,0.1708815714087161
your_sing,pronoun_anchor,P:you,full,item,synt,jaccard,0.5323304384255743,0.8920459285569826,-0.3597154901314083,0.3597154901314083
your_sing,pronoun_anchor,P:you,full,item,synt,dice,0.3781129073531987,0.8096909576688989,-0.4315780503157002,0.4315780503157002
your_sing,pronoun_anchor,P:you,full,item,synt,hamming,0.1374999999999999,0.2608173076923076,-0.1233173076923076,0.1233173076923076
your_sing,pronoun_anchor,P:you,full,item,synt,idf_jaccard,0.7045447319693168,0.967858672432494,-0.2633139404631772,0.2633139404631772
your_sing,pronoun_anchor,P:you,full,family,synt,jaccard,0.5723577100487837,0.8920459285569826,-0.3196882185081989,0.3196882185081989
your_sing,pronoun_anchor,P:you,full,family,synt,dice,0.4125300193903185,0.8096909576688989,-0.3971609382785803,0.3971609382785803
your_sing,pronoun_anchor,P:you,full,family,synt,hamming,0.1483100233100232,0.2608173076923076,-0.1125072843822843,0.1125072843822843
your_sing,pronoun_anchor,P:you,full,family,synt,idf_jaccard,0.7728535785206896,0.9667051123159588,-0.1938515337952691,0.1938515337952691
your_sing,pronoun_anchor,P:you,nonlocative,item,synt,jaccard,0.5323304384255743,0.8745424208716757,-0.3422119824461014,0.3422119824461014
your_sing,pronoun_anchor,P:you,nonlocative,item,synt,dice,0.3781129073531987,0.780398128743717,-0.4022852213905182,0.4022852213905182
your_sing,pronoun_anchor,P:you,nonlocative,item,synt,hamming,0.1374999999999999,0.2532051282051282,-0.1157051282051282,0.1157051282051282
your_sing,pronoun_anchor,P:you,nonlocative,item,synt,idf_jaccard,0.7183809273631981,0.9658234192817592,-0.2474424919185611,0.2474424919185611
your_sing,pronoun_anchor,P:you,nonlocative,family,synt,jaccard,0.5723577100487837,0.8745424208716757,-0.302184710822892,0.302184710822892
your_sing,pronoun_anchor,P:you,nonlocative,family,synt,dice,0.4125300193903185,0.780398128743717,-0.3678681093533984,0.3678681093533984
your_sing,pronoun_anchor,P:you,nonlocative,family,synt,hamming,0.1483100233100232,0.2532051282051282,-0.1048951048951049,0.1048951048951049
your_sing,pronoun_anchor,P:you,nonlocative,family,synt,idf_jaccard,0.7867895396132455,0.9640594438781792,-0.1772699042649337,0.1772699042649337
yours_sing,pronoun_anchor,P:you,full,item,synt,jaccard,0.4802473503096418,0.8038622707147374,-0.3236149204050956,0.3236149204050956
yours_sing,pronoun_anchor,P:you,full,item,synt,dice,0.327290941718947,0.6757679799239491,-0.348477038205002,0.348477038205002
yours_sing,pronoun_anchor,P:you,full,item,synt,hamming,0.1329326923076923,0.25,-0.1170673076923076,0.1170673076923076
yours_sing,pronoun_anchor,P:you,full,item,synt,idf_jaccard,0.7144243305001124,0.9298830464832176,-0.2154587159831053,0.2154587159831053
yours_sing,pronoun_anchor,P:you,full,family,synt,jaccard,0.5166368148941379,0.8038622707147374,-0.2872254558205994,0.2872254558205994
yours_sing,pronoun_anchor,P:you,full,family,synt,dice,0.3569226759466725,0.6757679799239491,-0.3188453039772765,0.3188453039772765
yours_sing,pronoun_anchor,P:you,full,family,synt,hamming,0.1439393939393939,0.25,-0.106060606060606,0.106060606060606
yours_sing,pronoun_anchor,P:you,full,family,synt,idf_jaccard,0.7787177724554749,0.9356441420031252,-0.1569263695476502,0.1569263695476502
yours_sing,pronoun_anchor,P:you,nonlocative,item,synt,jaccard,0.4802473503096418,0.7831948517432389,-0.3029475014335971,0.3029475014335971
yours_sing,pronoun_anchor,P:you,nonlocative,item,synt,dice,0.327290941718947,0.645695474000994,-0.3184045322820469,0.3184045322820469
yours_sing,pronoun_anchor,P:you,nonlocative,item,synt,hamming,0.1329326923076923,0.2403846153846154,-0.1074519230769231,0.1074519230769231
yours_sing,pronoun_anchor,P:you,nonlocative,item,synt,idf_jaccard,0.7286254697871124,0.9299674297873658,-0.2013419600002534,0.2013419600002534
yours_sing,pronoun_anchor,P:you,nonlocative,family,synt,jaccard,0.5166368148941379,0.7831948517432389,-0.2665580368491009,0.2665580368491009
yours_sing,pronoun_anchor,P:you,nonlocative,family,synt,dice,0.3569226759466725,0.645695474000994,-0.2887727980543215,0.2887727980543215
yours_sing,pronoun_anchor,P:you,nonlocative,family,synt,hamming,0.1439393939393939,0.2403846153846154,-0.0964452214452214,0.0964452214452214
yours_sing,pronoun_anchor,P:you,nonlocative,family,synt,idf_jaccard,0.7924108293584569,0.9350238010197002,-0.1426129716612433,0.1426129716612433
your_plur,pronoun_anchor,P:you,full,item,synt,jaccard,0.5323304384255743,0.8920459285569826,-0.3597154901314083,0.3597154901314083
your_plur,pronoun_anchor,P:you,full,item,synt,dice,0.3781129073531987,0.8096909576688989,-0.4315780503157002,0.4315780503157002
your_plur,pronoun_anchor,P:you,full,item,synt,hamming,0.1374999999999999,0.2608173076923076,-0.1233173076923076,0.1233173076923076
your_plur,pronoun_anchor,P:you,full,item,synt,idf_jaccard,0.7045447319693168,0.967858672432494,-0.2633139404631772,0.2633139404631772
your_plur,pronoun_anchor,P:you,full,family,synt,jaccard,0.5723577100487837,0.8920459285569826,-0.3196882185081989,0.3196882185081989
your_plur,pronoun_anchor,P:you,full,family,synt,dice,0.4125300193903185,0.8096909576688989,-0.3971609382785803,0.3971609382785803
your_plur,pronoun_anchor,P:you,full,family,synt,hamming,0.1483100233100232,0.2608173076923076,-0.1125072843822843,0.1125072843822843
your_plur,pronoun_anchor,P:you,full,family,synt,idf_jaccard,0.7728535785206896,0.9667051123159588,-0.1938515337952691,0.1938515337952691
your_plur,pronoun_anchor,P:you,nonlocative,item,synt,jaccard,0.5323304384255743,0.8745424208716757,-0.3422119824461014,0.3422119824461014
your_plur,pronoun_anchor,P:you,nonlocative,item,synt,dice,0.3781129073531987,0.780398128743717,-0.4022852213905182,0.4022852213905182
your_plur,pronoun_anchor,P:you,nonlocative,item,synt,hamming,0.1374999999999999,0.2532051282051282,-0.1157051282051282,0.1157051282051282
your_plur,pronoun_anchor,P:you,nonlocative,item,synt,idf_jaccard,0.7183809273631981,0.9658234192817592,-0.2474424919185611,0.2474424919185611
your_plur,pronoun_anchor,P:you,nonlocative,family,synt,jaccard,0.5723577100487837,0.8745424208716757,-0.302184710822892,0.302184710822892
your_plur,pronoun_anchor,P:you,nonlocative,family,synt,dice,0.4125300193903185,0.780398128743717,-0.3678681093533984,0.3678681093533984
your_plur,pronoun_anchor,P:you,nonlocative,family,synt,hamming,0.1483100233100232,0.2532051282051282,-0.1048951048951049,0.1048951048951049
your_plur,pronoun_anchor,P:you,nonlocative,family,synt,idf_jaccard,0.7867895396132455,0.9640594438781792,-0.1772699042649337,0.1772699042649337
yours_plur,pronoun_anchor,P:you,full,item,synt,jaccard,0.483381974975134,0.7728897804539705,-0.2895078054788365,0.2895078054788365
yours_plur,pronoun_anchor,P:you,full,item,synt,dice,0.3299129447222495,0.633345887079057,-0.3034329423568075,0.3034329423568075
yours_plur,pronoun_anchor,P:you,full,item,synt,hamming,0.1370192307692307,0.2403846153846154,-0.1033653846153846,0.1033653846153846
yours_plur,pronoun_anchor,P:you,full,item,synt,idf_jaccard,0.7127514643484509,0.9099824304099886,-0.1972309660615376,0.1972309660615376
yours_plur,pronoun_anchor,P:you,full,family,synt,jaccard,0.5232976961378889,0.7728897804539705,-0.2495920843160816,0.2495920843160816
yours_plur,pronoun_anchor,P:you,full,family,synt,dice,0.3621601169810114,0.633345887079057,-0.2711857700980455,0.2711857700980455
yours_plur,pronoun_anchor,P:you,full,family,synt,hamming,0.1494755244755244,0.2403846153846154,-0.0909090909090909,0.0909090909090909
yours_plur,pronoun_anchor,P:you,full,family,synt,idf_jaccard,0.7785582474595611,0.9170284681417964,-0.1384702206822351,0.1384702206822351
yours_plur,pronoun_anchor,P:you,nonlocative,item,synt,jaccard,0.483381974975134,0.7518506638970349,-0.2684686889219009,0.2684686889219009
yours_plur,pronoun_anchor,P:you,nonlocative,item,synt,dice,0.3299129447222495,0.6042773899567044,-0.2743644452344549,0.2743644452344549
yours_plur,pronoun_anchor,P:you,nonlocative,item,synt,hamming,0.1370192307692307,0.2307692307692308,-0.09375,0.09375
yours_plur,pronoun_anchor,P:you,nonlocative,item,synt,idf_jaccard,0.7264335520048133,0.9072370220230274,-0.180803470018214,0.180803470018214
yours_plur,pronoun_anchor,P:you,nonlocative,family,synt,jaccard,0.5232976961378889,0.7518506638970349,-0.228552967759146,0.228552967759146
yours_plur,pronoun_anchor,P:you,nonlocative,family,synt,dice,0.3621601169810114,0.6042773899567044,-0.2421172729756929,0.2421172729756929
yours_plur,pronoun_anchor,P:you,nonlocative,family,synt,hamming,0.1494755244755244,0.2307692307692308,-0.0812937062937063,0.0812937062937063
yours_plur,pronoun_anchor,P:you,nonlocative,family,synt,idf_jaccard,0.7919738078217801,0.9132872018909284,-0.1213133940691482,0.1213133940691482
yourself,pronoun_anchor,P:you,full,item,synt,jaccard,0.5096858546533185,0.7554020610924116,-0.2457162064390931,0.2457162064390931
yourself,pronoun_anchor,P:you,full,item,synt,dice,0.3536814056459568,0.6113337582087582,-0.2576523525628014,0.2576523525628014
yourself,pronoun_anchor,P:you,full,item,synt,hamming,0.1377403846153845,0.2151442307692307,-0.0774038461538461,0.0774038461538461
yourself,pronoun_anchor,P:you,full,item,synt,idf_jaccard,0.7232135890467472,0.9079743492783704,-0.1847607602316233,0.1847607602316233
yourself,pronoun_anchor,P:you,full,family,synt,jaccard,0.5405251020008157,0.7554020610924116,-0.2148769590915958,0.2148769590915958
yourself,pronoun_anchor,P:you,full,family,synt,dice,0.3804263404055245,0.6113337582087582,-0.2309074178032337,0.2309074178032337
yourself,pronoun_anchor,P:you,full,family,synt,hamming,0.1468531468531468,0.2151442307692307,-0.0682910839160839,0.0682910839160839
yourself,pronoun_anchor,P:you,full,family,synt,idf_jaccard,0.7856350535147962,0.9189621437350308,-0.1333270902202344,0.1333270902202344
yourself,pronoun_anchor,P:you,nonlocative,item,synt,jaccard,0.5096858546533185,0.7275513958912181,-0.2178655412378995,0.2178655412378995
yourself,pronoun_anchor,P:you,nonlocative,item,synt,dice,0.3536814056459568,0.5740860365860366,-0.2204046309400798,0.2204046309400798
yourself,pronoun_anchor,P:you,nonlocative,item,synt,hamming,0.1377403846153845,0.203525641025641,-0.0657852564102564,0.0657852564102564
yourself,pronoun_anchor,P:you,nonlocative,item,synt,idf_jaccard,0.7369294799711384,0.8975522998320936,-0.1606228198609551,0.1606228198609551
yourself,pronoun_anchor,P:you,nonlocative,family,synt,jaccard,0.5405251020008157,0.7275513958912181,-0.1870262938904023,0.1870262938904023
yourself,pronoun_anchor,P:you,nonlocative,family,synt,dice,0.3804263404055245,0.5740860365860366,-0.1936596961805121,0.1936596961805121
yourself,pronoun_anchor,P:you,nonlocative,family,synt,hamming,0.1468531468531468,0.203525641025641,-0.0566724941724941,0.0566724941724941
yourself,pronoun_anchor,P:you,nonlocative,family,synt,idf_jaccard,0.7996065994900795,0.908838051680936,-0.1092314521908563,0.1092314521908563
yourselves,pronoun_anchor,P:you,full,item,synt,jaccard,0.4981414622949662,0.778278433349146,-0.2801369710541798,0.2801369710541798
yourselves,pronoun_anchor,P:you,full,item,synt,dice,0.3427666110083919,0.6439203613465488,-0.3011537503381569,0.3011537503381569
yourselves,pronoun_anchor,P:you,full,item,synt,hamming,0.1391826923076922,0.2379807692307692,-0.0987980769230769,0.0987980769230769
yourselves,pronoun_anchor,P:you,full,item,synt,idf_jaccard,0.698195223570796,0.9065752804845816,-0.2083800569137857,0.2083800569137857
yourselves,pronoun_anchor,P:you,full,family,synt,jaccard,0.5360685353455098,0.778278433349146,-0.2422098980036362,0.2422098980036362
yourselves,pronoun_anchor,P:you,full,family,synt,dice,0.3744216935118319,0.6439203613465488,-0.2694986678347169,0.2694986678347169
yourselves,pronoun_anchor,P:you,full,family,synt,hamming,0.1509324009324009,0.2379807692307692,-0.0870483682983683,0.0870483682983683
yourselves,pronoun_anchor,P:you,full,family,synt,idf_jaccard,0.7635689406226535,0.9150387289330606,-0.1514697883104071,0.1514697883104071
yourselves,pronoun_anchor,P:you,nonlocative,item,synt,jaccard,0.4981414622949662,0.7490830685891169,-0.2509416062941506,0.2509416062941506
yourselves,pronoun_anchor,P:you,nonlocative,item,synt,dice,0.3427666110083919,0.6032319825644601,-0.2604653715560682,0.2604653715560682
yourselves,pronoun_anchor,P:you,nonlocative,item,synt,hamming,0.1391826923076922,0.2243589743589743,-0.0851762820512821,0.0851762820512821
yourselves,pronoun_anchor,P:you,nonlocative,item,synt,idf_jaccard,0.7125705254018369,0.8959944760080352,-0.1834239506061983,0.1834239506061983
yourselves,pronoun_anchor,P:you,nonlocative,family,synt,jaccard,0.5360685353455098,0.7490830685891169,-0.213014533243607,0.213014533243607
yourselves,pronoun_anchor,P:you,nonlocative,family,synt,dice,0.3744216935118319,0.6032319825644601,-0.2288102890526281,0.2288102890526281
yourselves,pronoun_anchor,P:you,nonlocative,family,synt,hamming,0.1509324009324009,0.2243589743589743,-0.0734265734265734,0.0734265734265734
yourselves,pronoun_anchor,P:you,nonlocative,family,synt,idf_jaccard,0.778083403565258,0.9047627789220076,-0.1266793753567496,0.1266793753567496
anybody,compound_anchor,C:any,full,item,sem,jaccard,0.7973367109626879,0.4123118625872249,0.3850248483754629,0.3850248483754629
anybody,compound_anchor,C:any,full,item,sem,dice,0.6655387969394254,0.2687070226011553,0.39683177433827,0.39683177433827
anybody,compound_anchor,C:any,full,item,sem,hamming,0.2257131045886729,0.0830508474576271,0.1426622571310458,0.1426622571310458
anybody,compound_anchor,C:any,full,item,sem,idf_jaccard,0.9272219685648734,0.5949739213009798,0.3322480472638935,0.3322480472638935
anybody,compound_anchor,C:any,full,family,sem,jaccard,0.7973367109626879,0.4510049075991104,0.3463318033635774,0.3463318033635774
anybody,compound_anchor,C:any,full,family,sem,dice,0.6655387969394254,0.2976623279254858,0.3678764690139395,0.3678764690139395
anybody,compound_anchor,C:any,full,family,sem,hamming,0.2257131045886729,0.0918079096045197,0.1339051949841532,0.1339051949841532
anybody,compound_anchor,C:any,full,family,sem,idf_jaccard,0.9254623284931984,0.6422941131489487,0.2831682153442498,0.2831682153442498
anybody,compound_anchor,C:any,nonlocative,item,sem,jaccard,0.7973367109626879,0.3636995686205173,0.4336371423421706,0.4336371423421706
anybody,compound_anchor,C:any,nonlocative,item,sem,dice,0.6655387969394254,0.2275155026117799,0.4380232943276455,0.4380232943276455
anybody,compound_anchor,C:any,nonlocative,item,sem,hamming,0.2257131045886729,0.0747303543913713,0.1509827501973016,0.1509827501973016
anybody,compound_anchor,C:any,nonlocative,item,sem,idf_jaccard,0.9286270431885586,0.5498945375028946,0.3787325056856639,0.3787325056856639
anybody,compound_anchor,C:any,nonlocative,family,sem,jaccard,0.7973367109626879,0.4010031764621136,0.3963335345005742,0.3963335345005742
anybody,compound_anchor,C:any,nonlocative,family,sem,dice,0.6655387969394254,0.2532563602739042,0.4122824366655212,0.4122824366655212
anybody,compound_anchor,C:any,nonlocative,family,sem,hamming,0.2257131045886729,0.0828625235404896,0.1428505810481833,0.1428505810481833
anybody,compound_anchor,C:any,nonlocative,family,sem,idf_jaccard,0.9267074802057608,0.5945448296183921,0.3321626505873687,0.3321626505873687
anyone,compound_anchor,C:any,full,item,sem,jaccard,0.7973367109626879,0.4125679012345678,0.38476880972812,0.38476880972812
anyone,compound_anchor,C:any,full,item,sem,dice,0.6655387969394254,0.2687969911121765,0.3967418058272489,0.3967418058272489
anyone,compound_anchor,C:any,full,item,sem,hamming,0.2257131045886729,0.0830508474576271,0.1426622571310458,0.1426622571310458
anyone,compound_anchor,C:any,full,item,sem,idf_jaccard,0.9272219685648734,0.5962982063228284,0.330923762242045,0.330923762242045
anyone,compound_anchor,C:any,full,family,sem,jaccard,0.7973367109626879,0.4513249559082892,0.3460117550543987,0.3460117550543987
anyone,compound_anchor,C:any,full,family,sem,dice,0.6655387969394254,0.2977747885642622,0.3677640083751631,0.3677640083751631
anyone,compound_anchor,C:any,full,family,sem,hamming,0.2257131045886729,0.0918079096045197,0.1339051949841532,0.1339051949841532
anyone,compound_anchor,C:any,full,family,sem,idf_jaccard,0.9254623284931984,0.643767786556051,0.2816945419371475,0.2816945419371475
anyone,compound_anchor,C:any,nonlocative,item,sem,jaccard,0.7973367109626879,0.3640487122305304,0.4332879987321574,0.4332879987321574
anyone,compound_anchor,C:any,nonlocative,item,sem,dice,0.6655387969394254,0.2276381869449905,0.4379006099944348,0.4379006099944348
anyone,compound_anchor,C:any,nonlocative,item,sem,hamming,0.2257131045886729,0.0747303543913713,0.1509827501973016,0.1509827501973016
anyone,compound_anchor,C:any,nonlocative,item,sem,idf_jaccard,0.9286270431885586,0.5515118380459115,0.377115205142647,0.377115205142647
anyone,compound_anchor,C:any,nonlocative,family,sem,jaccard,0.7973367109626879,0.4014299075410186,0.3959068034216692,0.3959068034216692
anyone,compound_anchor,C:any,nonlocative,family,sem,dice,0.6655387969394254,0.2534063077922727,0.4121324891471526,0.4121324891471526
anyone,compound_anchor,C:any,nonlocative,family,sem,hamming,0.2257131045886729,0.0828625235404896,0.1428505810481833,0.1428505810481833
anyone,compound_anchor,C:any,nonlocative,family,sem,idf_jaccard,0.9267074802057608,0.596375260915508,0.3303322192902528,0.3303322192902528
anything,compound_anchor,C:any,full,item,sem,jaccard,0.7659932385160606,0.4260997150997151,0.3398935234163455,0.3398935234163455
anything,compound_anchor,C:any,full,item,sem,dice,0.6264131339458824,0.2785151782793363,0.347897955666546,0.347897955666546
anything,compound_anchor,C:any,full,item,sem,hamming,0.2267465894997933,0.0920903954802259,0.1346561940195673,0.1346561940195673
anything,compound_anchor,C:any,full,item,sem,idf_jaccard,0.9063666593060268,0.6087776719985037,0.2975889873075229,0.2975889873075229
anything,compound_anchor,C:any,full,family,sem,jaccard,0.7659932385160606,0.4458190883190883,0.3201741501969723,0.3201741501969723
anything,compound_anchor,C:any,full,family,sem,dice,0.6264131339458824,0.29491391352155,0.3314992204243323,0.3314992204243323
anything,compound_anchor,C:any,full,family,sem,hamming,0.2267465894997933,0.097457627118644,0.1292889623811492,0.1292889623811492
anything,compound_anchor,C:any,full,family,sem,idf_jaccard,0.907035682275912,0.6372424043047495,0.2697932779711626,0.2697932779711626
anything,compound_anchor,C:any,nonlocative,item,sem,jaccard,0.7659932385160606,0.3726651126651127,0.3933281258509479,0.3933281258509479
anything,compound_anchor,C:any,nonlocative,item,sem,dice,0.6264131339458824,0.232037578605928,0.3943755553399544,0.3943755553399544
anything,compound_anchor,C:any,nonlocative,item,sem,hamming,0.2267465894997933,0.0808936825885978,0.1458529069111955,0.1458529069111955
anything,compound_anchor,C:any,nonlocative,item,sem,idf_jaccard,0.9093141571367054,0.561487409737124,0.3478267473995814,0.3478267473995814
anything,compound_anchor,C:any,nonlocative,family,sem,jaccard,0.7659932385160606,0.3906647673314339,0.3753284711846266,0.3753284711846266
anything,compound_anchor,C:any,nonlocative,family,sem,dice,0.6264131339458824,0.2456611055590068,0.3807520283868755,0.3807520283868755
anything,compound_anchor,C:any,nonlocative,family,sem,hamming,0.2267465894997933,0.0856873822975518,0.1410592072022415,0.1410592072022415
anything,compound_anchor,C:any,nonlocative,family,sem,idf_jaccard,0.9092204498527896,0.587087791035349,0.3221326588174407,0.3221326588174407
anywhere,compound_anchor,C:any,full,item,sem,jaccard,0.8428614690689861,0.5113549304327336,0.3315065386362524,0.3315065386362524
anywhere,compound_anchor,C:any,full,item,sem,dice,0.7317434706037896,0.3496943792478045,0.3820490913559851,0.3820490913559851
anywhere,compound_anchor,C:any,full,item,sem,hamming,0.2244729226953286,0.1,0.1244729226953286,0.1244729226953286
anywhere,compound_anchor,C:any,full,item,sem,idf_jaccard,0.927563355716336,0.6583137123866137,0.2692496433297223,0.2692496433297223
anywhere,compound_anchor,C:any,full,family,sem,jaccard,0.8428614690689861,0.5375071551044092,0.3053543139645769,0.3053543139645769
anywhere,compound_anchor,C:any,full,family,sem,dice,0.7317434706037896,0.3731275130104712,0.3586159575933184,0.3586159575933184
anywhere,compound_anchor,C:any,full,family,sem,hamming,0.2244729226953286,0.1059322033898305,0.1185407193054981,0.1185407193054981
anywhere,compound_anchor,C:any,full,family,sem,idf_jaccard,0.925491329519524,0.693853162497439,0.2316381670220849,0.2316381670220849
everybody,compound_anchor,C:every,full,item,sem,jaccard,0.7759390895438574,0.4268283503935677,0.3491107391502896,0.3491107391502896
